,Company,Industry,Classified Industry,Country
1297,PT. Innolab Sains Internasional,,Information Technology & Services,Indonesia
1298,PT. Jasa Teknologi Informasi IBM,Information Technology / IT,Information Technology & Services,Indonesia
1299,PT. LIPPO KARAWACI TBK,,Real Estate,Indonesia
1300,PT. MAP AKTIF ADIPERKASA,,Consumer Retail,Indonesia
1301,"PT. Metrodata Electronics, Tbk",,Information Technology & Services,Indonesia
1302,PT. NTT Indonesia Solutions,,Information Technology & Services,Indonesia
1303,PT. Panin Sekuritas,,"Banking, Finance & Insurance",Indonesia
1304,PT. Peduli Sehat Gotongroyong,,Information Technology & Services,Indonesia
1305,PT. Pinduit Teknologi Indonesia,,Information Technology & Services,Indonesia
1306,PT. Sinergi Ayu Semesta,,Industrials & Capital Goods,Indonesia
1307,PT. Sumbawa Apsara Beton,,Materials,Indonesia
1308,PT.Immobi Solusi Prima,,Information Technology & Services,Indonesia
1309,"Public Safety Mutual Benefit Fund, Inc.",Insurance,"Banking, Finance & Insurance",Philippines
1310,PUNINAR LOGISTICS,,"Transportation, Logistics & Automotive",Indonesia
1311,Punongbayan & Araullo,,Professional Services,Philippines
1312,PURA GROUP INDONESIA,,Materials,Indonesia
1313,PurpleBug,,Professional Services,Philippines
1314,PVG Global,,Professional Services,Philippines
1315,"PW Global BPO and Export Services, Inc. (Paymentwa...",,Professional Services,Philippines
1316,PwC,,Professional Services,Philippines
1317,Q & M DENTAL GROUP (SINGAPORE) LIMITED,,Health Care,Singapore
1318,"QIAGEN BUSINESS SERVICES (MANILA), INC.",,Health Care,Philippines
1319,Qoala,Information Technology / IT,Information Technology & Services,Indonesia
1320,Qontak,,Information Technology & Services,Singapore
1321,QSI Recruitment,,Professional Services,Indonesia
1322,Quant Asset Management Firm,,"Banking, Finance & Insurance",Singapore
1323,QUANTRICS,,Telecommunications & Media,Philippines
1324,QuantumBlack,Business Services,Professional Services,Indonesia
1325,Quess Corp Limited,,Professional Services,Philippines
1326,QuEST Global Engineering,,Information Technology & Services,Singapore
1327,Questronix Corporation,,Information Technology & Services,Philippines
1328,Quezon City Local Government,Government Administration,Government,Philippines
1329,QuickStrike Manufacturing (Phils.) Inc.,MANUFACTURING,Industrials & Capital Goods,Philippines
1330,QUINCUS PTE. LTD.,,"Transportation, Logistics & Automotive",Singapore
1331,Quipper,,Education,Indonesia
1332,R SYSTEMS (SINGAPORE) PTE LIMITED,,Information Technology & Services,Singapore
1333,Radix Systems Services Corporation Philippines,,Information Technology & Services,Philippines
1334,Radya Labs,,Information Technology & Services,Indonesia
1335,Rahi Systems Pte. Ltd.,,Information Technology & Services,Singapore
1336,Rakuten Asia,,Information Technology & Services,Singapore
1337,Rakuten Viki Singapore,,Information Technology & Services,Singapore
1338,RAMCO SYSTEMS PTE. LTD.,,Information Technology & Services,Singapore
1339,Ramesh Trading Corporation,Importer | Wholesaler | Distributor,Consumer Retail,Philippines
1340,Randstad,HR,Professional Services,Singapore
1341,Rapsys Technologies Pte Ltd,,Information Technology & Services,Singapore
1342,RAZER (ASIA-PACIFIC) PTE. LTD.,,Information Technology & Services,Singapore
1343,Razer USA Ltd.,,Information Technology & Services,Singapore
1344,RB,,Consumer Retail,Indonesia
1345,"RCG Information Technology (Philippines), Inc.",,Information Technology & Services,Philippines
1346,Ready Group Global,IT and Software,Information Technology & Services,Philippines
1347,Reali,,Real Estate,Philippines
1348,"REALPAGE (PHILIPPINES), INC.",,Information Technology & Services,Philippines
1349,Recruit Express,Business Services,Professional Services,Singapore
1350,Recruit Express Pte Ltd,Business Services,Professional Services,Singapore
1351,RECRUITDAY,Finance,"Banking, Finance & Insurance",Philippines
1352,RecruitFirst Pte. Ltd,,Professional Services,Singapore
1353,RED Communication,,Professional Services,Indonesia
1354,REED ELSEVIER SHARED SERVICES (PHILIPPINES) INC.,,Information Technology & Services,Philippines
1355,Reeracoen Indonesia,,Professional Services,Indonesia
1356,Refactory,,Information Technology & Services,Indonesia
1357,Refinitiv,,"Banking, Finance & Insurance",Singapore
1358,Refinitiv Asia PTE. LTD | Philippine Branch,Financial Services,"Banking, Finance & Insurance",Philippines
1359,Regal Beloit,,Industrials & Capital Goods,Philippines
1360,REGAL SPRINGS GROUP,,Consumer Retail,Indonesia
1361,RELX Group,,Information Technology & Services,Philippines
1362,Remitly,,"Banking, Finance & Insurance",Philippines
1363,"RepRisk Philippines, Inc.",,Information Technology & Services,Philippines
1364,RESMED ASIA PTE. LTD.,,Health Care,Singapore
1365,Resource Solutions,,Professional Services,Philippines
1366,Respiree Pte Ltd,,Health Care,Singapore
1367,RGF,Business Services,Professional Services,Singapore
1368,RGF HR Agent,,Professional Services,Indonesia
1369,RGF Talent Solutions Singapore Pte Ltd,,Professional Services,Singapore
1370,RHK Land Corporation,Real Estate / Mortgage,Real Estate,Philippines
1371,RIB,,Unknown,Philippines
1372,RIDIK PTE. LTD.,,Information Technology & Services,Singapore
1373,Right Hook Digital,,Information Technology & Services,Philippines
1374,RINA,,Information Technology & Services,Philippines
1375,RingCentral,,Information Technology & Services,Philippines
1376,RINGS.TV PTE. LTD.,,Information Technology & Services,Singapore
1377,Risewave Consulting Inc.,,Professional Services,Philippines
1378,Robert Half International Pte Ltd,,Professional Services,Singapore
1379,Robert Walters,,Professional Services,Philippines
1380,Robocash Finance Corp.,,"Banking, Finance & Insurance",Philippines
1381,Roche,,Health Care,Philippines
1382,ROLLS-ROYCE SINGAPORE PTE. LTD.,,Industrials & Capital Goods,Singapore
1383,ROQUETTE ASIA PACIFIC PTE. LTD.,,Materials,Singapore
1384,Royal Cargo,,"Transportation, Logistics & Automotive",Philippines
1385,Royal MedPro,,Health Care,Indonesia
1386,Ruangguru,,Education,Indonesia
1387,"Rudolf Lietz, Inc.",International Trade / Raw Materials Chemical Supply Chain,Industrials & Capital Goods,Philippines
1388,RUPI Bisnis,,Information Technology & Services,Indonesia
1389,RV Manpower Pte Ltd,,Professional Services,Singapore
1390,S&P Global,,Information Technology & Services,Philippines
1391,"S&P Global Philippines, Inc.",Financial Technology,"Banking, Finance & Insurance",Philippines
1392,S.P.Deloraya Job Contracting & Consultancy Service...,,Professional Services,Philippines
1393,S.R Investment Partners,,"Banking, Finance & Insurance",Singapore
1394,S4 Market Data,,"Banking, Finance & Insurance",Philippines
1395,SALESFORCE.COM SINGAPORE PTE. LTD.,,Information Technology & Services,Singapore
1396,SalesWorks Philippines,Marketing / Advertising / Sales,Professional Services,Philippines
1397,Salt Recruitment,,Professional Services,Singapore
1398,Samora Group,,Consumer Retail,Indonesia
1399,San Miguel Brewery Inc.,,Consumer Retail,Philippines
1400,San Miguel Foods,,Professional Services,Philippines
1401,SANDEN INTERNATIONAL PHILS. INC.,,"Transportation, Logistics & Automotive",Philippines
1402,Materials,Materials,Materials,Materials
1403,Sanggar Sarana Baja,,Industrials & Capital Goods,Indonesia
1404,Sanofi,,Health Care,Indonesia
1405,Sanxiao Philippines Incorporated,Consumer Goods,Consumer Retail,Philippines
1406,SAP Expert,,Professional Services,Indonesia
1407,SATA COMMHEALTH,,Health Care,Singapore
1408,Satellite Office,,Professional Services,Philippines
1409,Satellite Office Solutions Pty Ltd,,Professional Services,Philippines
1410,SATS,Transportation & Logistics,"Transportation, Logistics & Automotive",Singapore
1411,SATS Ltd.,,"Transportation, Logistics & Automotive",Singapore
1412,SBS Transit Limited,,"Transportation, Logistics & Automotive",Singapore
1413,SC Homes,Commercial Real Estate,Real Estate,Philippines
1414,SCANTIST PTE. LTD.,,Information Technology & Services,Singapore
1415,schema,,Information Technology & Services,Indonesia
1416,Schenker Singapore (Pte) Ltd.,,"Transportation, Logistics & Automotive",Singapore
1417,Schneider Electric,"Oil, Gas, Energy & Utilities",Energy,Philippines
1418,Schneider Electric South East Asia (HQ) Pte Ltd,,Industrials & Capital Goods,Singapore
1419,Sciente International Pte Ltd,,Information Technology & Services,Singapore
1420,ScienTec Consulting Pte Ltd,,Professional Services,Singapore
1421,ScienTec Personnel,,Professional Services,Singapore
1422,Scopic,,Information Technology & Services,Indonesia
1423,Sea Limited,,Information Technology & Services,Singapore
1424,Seacare Manpower Services Pte Ltd,,Professional Services,Singapore
1425,SeaMoney,,"Banking, Finance & Insurance",Singapore
1426,Search Index Pte Ltd,,Professional Services,Singapore
1427,SearchAsia,Business Services,Professional Services,Singapore
1428,SearchElect,,Professional Services,Singapore
1429,SehatQ,Health / Fitness,Health Care,Indonesia
1430,SensorFlow,,Information Technology & Services,Singapore
1431,SEO Marketing Service Inc.,Marketing / Advertising / Sales,Professional Services,Philippines
1432,Sephora,,Consumer Retail,Singapore
1433,Servian,Information Technology,Information Technology & Services,Singapore
1434,ServiceSource,,Information Technology & Services,Philippines
1435,Seven Seven Global Services Inc,,Information Technology & Services,Philippines
1436,SFA Semicon Philippines Corporation,,Information Technology & Services,Philippines
1437,"SG Interactive, Inc.",,Information Technology & Services,Philippines
1438,SGS Global Business Services Asia Inc.,,Professional Services,Philippines
1439,SH HR (BJ),,Professional Services,Philippines
1440,Shadow,,Information Technology & Services,Philippines
1441,Shakey's Pizza Asia Ventures Inc. (SPAVI),,Consumer Retail,Philippines
1442,Shell Infotech Pte Ltd,,Professional Services,Singapore
1443,SHIFTinc.,,Information Technology & Services,Indonesia
1444,Shipper,,"Transportation, Logistics & Automotive",Indonesia
1445,Shopee,,Information Technology & Services,Singapore
1446,Shore Solutions,,Professional Services,Philippines
1447,"Shore360, Inc",,Professional Services,Philippines
1448,Siegwerk Philippines Inc.,,Materials,Philippines
1449,Siemens AG,,"Transportation, Logistics & Automotive",Indonesia
1450,Siemens Technology,,Industrials & Capital Goods,Singapore
1451,SIGMA PACKAGING CORPORATION,,Materials,Philippines
1452,SIGMA-ALDRICH PTE. LTD.,,Health Care,Singapore
1453,Signify,,Information Technology & Services,Indonesia
1454,Siltronic Silicon Wafer Pte Ltd,,Information Technology & Services,Singapore
1455,SilverTech Indonesia,,Professional Services,Indonesia
1456,Sinarmas MSIG Life,Insurance,"Banking, Finance & Insurance",Indonesia
1457,Singapore Diagnostics,,Health Care,Philippines
1458,Singapore General Hospital,,Health Care,Singapore
1459,Singapore Health Services Pte Ltd (SingHealth HQ),,Health Care,Singapore
1460,SINGAPORE INNOVATE PTE. LTD.,,Information Technology & Services,Singapore
1461,Singapore Management University,,Education,Singapore
1462,Singapore Polytechnic,Education,Education,Singapore
1463,Singapore Pools,Government,Government,Singapore
1464,SINGAPORE POOLS (PRIVATE) LIMITED.,,Government,Singapore
1465,SINGAPORE POST LIMITED,Transportation & Logistics,"Transportation, Logistics & Automotive",Singapore
1466,Singapore Power,,Telecommunications & Media,Singapore
1467,SINGAPORE PRESS HOLDINGS LIMITED,Media,Telecommunications & Media,Singapore
1468,Singapore Sports Council,,Telecommunications & Media,Singapore
1469,SINGAPORE TELECOMMUNICATIONS LIMITED,,Telecommunications & Media,Singapore
1470,Singapore Tourism Board,,Government,Singapore
1471,Singapore-MIT Alliance for Research and Technology,Business Services,Professional Services,Singapore
1472,Singapore-MIT Alliance for Research and Technology Centre,,Health Care,Singapore
1473,SingEx Holding Pte Ltd,,Real Estate,Singapore
1474,SingHealth Community Hospitals,,Health Care,Singapore
1475,SINGSOFT SOLUTIONS PTE. LIMITED,,Real Estate,Singapore
1476,Singtel,,Telecommunications & Media,Singapore
1477,Sinobest Refrigeration Inc.,,Information Technology & Services,Philippines
1478,SIRCLO,E-Commerce,Consumer Retail,Indonesia
1479,SISTIC.com Pte Ltd,,Telecommunications & Media,Singapore
1480,Sitel,,Professional Services,Philippines
1481,SiteMinder,Transportation & Logistics,"Transportation, Logistics & Automotive",Philippines
1482,Skilledd,,Information Technology & Services,Indonesia
1483,Skillsforce Mgt Consultancy,,Professional Services,Singapore
1484,Sky Cable,,Telecommunications & Media,Philippines
1485,Sky Cable Corporation,Cable and Telecommunications,Telecommunications & Media,Philippines
1486,Sleek Tech (Pte Ltd),,Telecommunications & Media,Philippines
1487,SLI Consulting Inc,,"Transportation, Logistics & Automotive",Philippines
1488,SM Development Corp,,Real Estate,Philippines
1489,SM Investments Corporation,,Conglomerates,Philippines
1490,SM PRIME,,Real Estate,Philippines
1491,"SM Retail, Inc. - Corporate",,Consumer Retail,Philippines
1492,SMART Agribusiness and Food,,Consumer Retail,Indonesia
1493,"Smart Communications, Inc.",,Telecommunications & Media,Philippines
1494,Smart Nation and Digital Government Office,,Government,Singapore
1495,Snaphunt Pte Ltd,,Information Technology & Services,Philippines
1496,SOCAR,,Energy,Indonesia
1497,Softenger (Singapore) Pte Ltd,,Information Technology & Services,Singapore
1498,"Software Laboratories, Inc",,Information Technology & Services,Philippines
1499,SoftwareONE,,"Transportation, Logistics & Automotive",Indonesia
1500,Soitec Microelectronic Singapore Pte. Ltd.,,Information Technology & Services,Singapore
1501,Sonar Social Media Monitoring Platform,,Professional Services,Indonesia
1502,Sony,,Telecommunications & Media,Philippines
1503,Sophos,,Information Technology & Services,Philippines
1504,SourceFit,,Professional Services,Philippines
1505,South Pole,,Energy,Indonesia
1506,SPACE PTE. LTD.,,Professional Services,Singapore
1507,SPARKLINE PTE. LTD.,,Information Technology & Services,Singapore
1508,SPDELORAYA JOB CONTRACTING & CONSULTANCY SERVICES,,Professional Services,Philippines
1509,Spencer Ogden,,Professional Services,Indonesia
1510,Spinwell Global Risk & Securities Ltd,,Professional Services,Indonesia
1511,Sport Singapore,,Telecommunications & Media,Singapore
1512,Sportradar AG,,Information Technology & Services,Singapore
1513,Spring Professional,Human Resources Management / Consulting,Professional Services,Singapore
1514,Spring Professional Malaysia Sdn Bhd,,Professional Services,Singapore
1515,Sprout Solutions,Information Technology / IT,Information Technology & Services,Philippines
1516,Sprout Solutions PH,,Information Technology & Services,Philippines
1517,SQREEM TECHNOLOGIES PRIVATE LIMITED INC.,Computer/Information Technology (Software),Information Technology & Services,Philippines
1518,Squirro,,Information Technology & Services,Singapore
1519,ST Engineering,,Industrials & Capital Goods,Singapore
1520,St. Luke's Medical Center,Hospital / Health Care,Health Care,Philippines
1521,Stacktrek,,Information Technology & Services,Philippines
1522,Stafflink Services Pte Ltd,,Professional Services,Singapore
1523,STAFFONDEMAND PTE. LTD.,,Professional Services,Singapore
1524,Standard Chartered,,"Banking, Finance & Insurance",Indonesia
1525,Standard Chartered Bank,,"Banking, Finance & Insurance",Singapore
1526,StarHub,,Telecommunications & Media,Singapore
1527,"STEAMLOGIC, INC.",,"Transportation, Logistics & Automotive",Philippines
1528,STMICROELECTRONICS PTE LTD,,Information Technology & Services,Singapore
1529,Stradcom Corporation,Information Technology / IT,Information Technology & Services,Philippines
1530,StraightArrow Corporation,Creative Process Outsourcing,Professional Services,Philippines
1531,Straits Marine Supply Pte. Ltd.,,Consumer Retail,Singapore
1532,StrategArt,,Professional Services,Indonesia
1533,STRATEGY GROUP,,Government,Singapore
1534,"Stratpoint Technologies, Inc",Information Technology / IT,Information Technology & Services,Philippines
1535,StyleTheory,,Information Technology & Services,Indonesia
1536,Success Human Resource Centre Pte Ltd,,Professional Services,Singapore
1537,Suitestudio Operations Inc.,BPO Back Office Support,Professional Services,Philippines
1538,Sumifru (Philippines) Corporation,,Consumer Retail,Philippines
1539,Summit Media,Digital Media,Telecommunications & Media,Philippines
1540,Sun Life of Canada,Insurance and Investments,"Banking, Finance & Insurance",Philippines
1541,"Sun Life of Canada Philippines, Inc. (Cedar Branch)",Financial Services,"Banking, Finance & Insurance",Philippines
1542,SUNBIRD BIO PTE. LTD.,,Energy,Singapore
1543,Supportware Philippines,,Professional Services,Philippines
1544,Surya Citra Media,,Telecommunications & Media,Indonesia
1545,Swiftstar Diversified Inc,,"Transportation, Logistics & Automotive",Philippines
1546,SWISS RE ASIA PTE. LTD.,,"Banking, Finance & Insurance",Singapore
1547,Sykes Philippines,,Professional Services,Philippines
1548,Symbior Solar,,Energy,Indonesia
1549,Symrise Asia Pacific Pte Ltd,,Materials,Singapore
1550,Synergy Engineering,,Energy,Indonesia
1551,Synergy Network Solution,,"Transportation, Logistics & Automotive",Indonesia
1552,Syngenta,,Consumer Retail,Indonesia
1553,Sysgen RPO Inc,,Professional Services,Philippines
1554,Systemantech Incorporated,,Professional Services,Philippines
1555,Talent Trader Group Pte Ltd,,Professional Services,Singapore
1556,Talenta Sumber Daya Manusia PT,,Professional Services,Indonesia
1557,TALENTIUM INC,,Professional Services,Philippines
1558,TALENTNEX CONSULTING PTE. LTD.,,Professional Services,Singapore
1559,Talentreq Partners Pte Ltd,,Professional Services,Singapore
1560,Talkpush,,Information Technology & Services,Philippines
1561,Tan Tock Seng Hospital,,Health Care,Singapore
1562,Tangspac Consulting Pte Ltd,,Professional Services,Singapore
1563,TaniHub,E-Commerce Agriculture,Consumer Retail,Indonesia
1564,TaskUs,,Professional Services,Philippines
1565,Tata Udara Nusantara,,Industrials & Capital Goods,Indonesia
1566,TAURUS ONE PRIVATE LIMITED,,Information Technology & Services,Singapore
1567,TBrights,,"Banking, Finance & Insurance",Indonesia
1568,Teach for the Philippines,Education Management,Education,Philippines
1569,TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,,Professional Services,Singapore
1570,TECHCOM SOLUTIONS (SINGAPORE) PTE. LTD.,,Professional Services,Singapore
1571,Techcom Solutions India Private Limited,,Information Technology & Services,Singapore
1572,Techcom Solutions Pte Ltd,,Information Technology & Services,Singapore
1573,Techknowledgey Pte Ltd,,Information Technology & Services,Singapore
1574,TECHNOPALS PTE. LTD.,,Information Technology & Services,Singapore
1575,TechSkills Accelerator,,Information Technology & Services,Singapore
1576,"TeleTech Customer Care Management Phils., Inc.",,Professional Services,Philippines
1577,Telkom Group,,Telecommunications & Media,Indonesia
1578,Teloworks Philippines Inc.,Computer Software / Engineering,Information Technology & Services,Philippines
1579,"TELUS International Philippines, Inc.",,Professional Services,Philippines
1580,Temasek Polytechnic,Education,Education,Singapore
1581,Temasek Polytechnic (TP),,Education,Singapore
1582,TESSA THERAPEUTICS LTD.,,Health Care,Singapore
1583,Thakral One,,Information Technology & Services,Philippines
1584,The Bonza,,Information Technology & Services,Indonesia
1585,The Boston Consulting Group,,Professional Services,Indonesia
1586,The Catalog Shopper,,Consumer Retail,Philippines
1587,The Dairy Farm Company Limited ROHQ,,Information Technology & Services,Philippines
1588,"THE ECONOMIST GROUP (ASIA/PACIFIC) LIMITED, SINGAP...",,Professional Services,Singapore
1589,The Estee Lauder Companies,,Consumer Retail,Singapore
1590,The Great Eastern Life Assurance Co Ltd,Insurance,"Banking, Finance & Insurance",Singapore
1591,The Insurance Group,,"Banking, Finance & Insurance",Singapore
1592,The KPI Institute,,Professional Services,Indonesia
1593,The Nielsen Company,,Professional Services,Philippines
1594,The Penbrothers International Inc,,Professional Services,Philippines
1595,The Shonet,,Information Technology & Services,Indonesia
1596,The SM Store (SM Mart Inc.),,Consumer Retail,Philippines
1597,"The VITO Consulting Group, Incorporated",,Professional Services,Philippines
1598,Thermo Fisher Scientific,,Health Care,Singapore
1599,Think Support Services Inc.,Business Process Outsourcing,Professional Services,Philippines
1600,Thinking Machine Data Science,,Information Technology & Services,Philippines
1601,Thome Ship Management,Transportation & Logistics,"Transportation, Logistics & Automotive",Philippines
1602,Thome Ship Management Pte Ltd - ROHQ,,"Transportation, Logistics & Automotive",Philippines
1603,THOME SHIP MANAGEMENT PTE. LTD,,Professional Services,Singapore
1604,Tiket.com (PT. Global Tiket Network),,Information Technology & Services,Indonesia
1605,TikTok,,Information Technology & Services,Singapore
1606,TIME ACCESS INTERNATIONAL,,Information Technology & Services,Singapore
1607,Tire Asia Group Inc.,Trading and Retail,Consumer Retail,Philippines
1608,Titansoft Pte Ltd,,Information Technology & Services,Singapore
1609,Tivlon Technologies Private Limited,,"Banking, Finance & Insurance",Singapore
1610,Tjetak,Internet,Information Technology & Services,Indonesia
1611,Tokenomy,,Information Technology & Services,Indonesia
1612,Tokopedia,,Information Technology & Services,Indonesia
1613,Toluna,,Professional Services,Singapore
1614,TOLUNA HONG KONG LIMITED SINGAPORE BRANCH,,Professional Services,Singapore
1615,Toluna Singapore,Business Services,Professional Services,Singapore
1616,Tookitaki,,Information Technology & Services,Singapore
1617,TOP Agency,,Professional Services,Philippines
1618,Top20Talent,,Professional Services,Singapore
1619,TopData,,Professional Services,Philippines
1620,Toss Ex Pte Ltd,Information Technology,Information Technology & Services,Singapore
1621,TOSS-EX PTE. LTD.,Information Technology,Information Technology & Services,Singapore
1622,Total,,Energy,Singapore
1623,Total Information Management Corp.,,Information Technology & Services,Philippines
1624,TPG Telecom,,Professional Services,Philippines
1625,TRANSFORM BORDERS PTE. LTD.,,Professional Services,Singapore
1626,Transnational Diversified,Business Services,Professional Services,Philippines
1627,Transnational Diversified Group,,Professional Services,Philippines
1628,Transnational E-Business Solutions Inc.,,Professional Services,Philippines
1629,Traveloka,,Information Technology & Services,Indonesia
1630,Treasure Island Industrial Corporation - Kawit Cav...,,Industrials & Capital Goods,Philippines
1631,Trec Pacific Business Process Solutions,,Professional Services,Philippines
1632,Treessolutions,,Information Technology & Services,Indonesia
1633,"Trends Group, Inc.",,Information Technology & Services,Philippines
1634,"TRI7 SOLUTIONS, INC.",Business Process Outsourcing,Professional Services,Philippines
1635,Tri-S Manpower Management Services,,Professional Services,Philippines
1636,Tristan Artha Media,Information Technology / IT,Information Technology & Services,Indonesia
1637,Tritronik,,Information Technology & Services,Indonesia
1638,TRT Global Solutions,,Professional Services,Indonesia
1639,TRUST RECRUIT PTE. LTD.,,Professional Services,Singapore
1640,"TS TECH BUSINESS SERVICES PHILS., INC.",,Professional Services,Philippines
1641,TTEC,,Professional Services,Philippines
1642,Twitter,,Information Technology & Services,Singapore
1643,Twitter Inc,Information Technology,Information Technology & Services,Singapore
1644,U3 Infotech Pte Ltd,,Information Technology & Services,Singapore
1645,UAA Kinming Group Development Corporation,,"Banking, Finance & Insurance",Philippines
1646,uangteman,,"Banking, Finance & Insurance",Indonesia
1647,Ubiquity,,Information Technology & Services,Philippines
1648,UBS,,"Banking, Finance & Insurance",Singapore
1649,"Ulticon Builders, Inc.",,Industrials & Capital Goods,Philippines
1650,UMAMI MEATS PTE. LTD.,,Consumer Retail,Singapore
1651,umlaut,,Professional Services,Philippines
1652,UNDP Indonesia,Non-Profit / Volunteering,Professional Services,Indonesia
1653,Unilab,Consumer Services,Professional Services,Philippines
1654,UNISOFT INFOTECH PTE LTD,,Information Technology & Services,Singapore
1655,Unistar Credit and Finance Corporation,Financial Services,"Banking, Finance & Insurance",Philippines
1656,United Overseas Bank,Finance,"Banking, Finance & Insurance",Singapore
1657,United Overseas Bank Limited,,"Banking, Finance & Insurance",Singapore
1658,United Overseas Bank Limited (UOB),Banking / Financial Services,"Banking, Finance & Insurance",Singapore
1659,Universal Robina Corporation,,Consumer Retail,Philippines
1660,UOB Asset Management Ltd,,"Banking, Finance & Insurance",Singapore
1661,Upward Ideas Apparel Corp,Retail Industry,Consumer Retail,Philippines
1662,Upwork,,Information Technology & Services,Indonesia
1663,USER EXPERIENCE RESEARCHERS PTE. LTD,,Information Technology & Services,Singapore
1664,Valiant Integrated Services,,Government,Indonesia
1665,Vallen Singapore Pte Ltd,,Consumer Retail,Singapore
1666,Vance Group Ltd,,Materials,Singapore
1667,VDL Enabling Technologies Group (Singapore) Pte Ltd,,Industrials & Capital Goods,Singapore
1668,Vela Diagnostics,,Health Care,Singapore
1669,VERANDA EXECUTIVE RESOURCES,,Professional Services,Indonesia
1670,Vericle,Information Technology,Information Technology & Services,Philippines
1671,Vertiv Co.,,Information Technology & Services,Philippines
1672,VESTAS SHARED SERVICE A/S,,Professional Services,Philippines
1673,VIBRANIUM CONSULTING PTE. LTD.,,Conglomerates,Singapore
1674,Vienovo Philippines Inc.,Agri-business,Consumer Retail,Philippines
1675,Viki,Media,Telecommunications & Media,Singapore
1676,VIKI PRIVATE LIMITED,,Materials,Singapore
1677,Virtual Staff 365,Business Services,Professional Services,Philippines
1678,Virtuos Games,,Information Technology & Services,Singapore
1679,Visa,,Information Technology & Services,Singapore
1680,ViSenze - Artificial Intelligence for the Visual Web,Information Technology,Information Technology & Services,Singapore
1681,Vital Strategies Health Systems (Asia Pacific) Limited,,Health Care,Singapore
1682,Viventis Search Asia,,Professional Services,Philippines
1683,Vivere Group,,Consumer Retail,Indonesia
1684,"Viyahe Philippines, Inc.",,Consumer Retail,Philippines
1685,Vogue Concepts Inc.,,Consumer Retail,Philippines
1686,Volenday Recruitment Inc.,,Professional Services,Philippines
1687,Volt,,Professional Services,Singapore
1688,Vox Teneo Asia,,Information Technology & Services,Indonesia
1689,VSTECS Phils.,,Information Technology & Services,Philippines
1690,VSTECS PHILS. INC.,,Information Technology & Services,Philippines
1691,VTR Management and Personnel Consultants Inc.,,Professional Services,Philippines
1692,VXI Global Holdings B.V. (Philippines) - Quezon City,Call Center/IT-Enabled Services/BPO,Professional Services,Philippines
1693,Wall Street Courier Services,Transportation / Logistics,"Transportation, Logistics & Automotive",Philippines
1694,"WalterMart Supermarket, Inc.",Retail / Merchandise,Consumer Retail,Philippines
1695,Warung Pintar,Retail Industry,Consumer Retail,Indonesia
1696,"Waterkonsult Equipment and Services, Inc.",Renewables / Environment,Energy,Philippines
1697,WEBARQ,,Information Technology & Services,Indonesia
1698,Webb Fontaine,Information Technology,Information Technology & Services,Philippines
1699,Webb Fontaine Group FZ-LLC,,Conglomerates,Philippines
1700,Webb Fontaine Group FZ-LLC - Manila Branch,Information Technology / IT,Information Technology & Services,Philippines
1701,WECHAIN FINTECH PTE. LTD,Banking / Financial Services,"Banking, Finance & Insurance",Singapore
1702,WECHAIN FINTECH PTE. LTD.,,"Banking, Finance & Insurance",Singapore
1703,WeInvest,,Conglomerates,Singapore
1704,Wells Fargo,Finance,"Banking, Finance & Insurance",Philippines
1705,Weremote,Business Process Outsourcing,Professional Services,Philippines
1706,WeScout Inc,Others,Professional Services,Philippines
1707,weSource Recruitment,,Professional Services,Philippines
1708,WESTCO Electrical and Equipment Corporation,Electrical Engineering,Information Technology & Services,Philippines
1709,Western Digital Philippines,Semiconductors,Information Technology & Services,Philippines
1710,WEVENTURE PTE. LTD.,,Information Technology & Services,Singapore
1711,WFV CORPORATION PTE. LTD.,,"Banking, Finance & Insurance",Singapore
1712,White & Case,Call Center/IT-Enabled Services/BPO,Professional Services,Philippines
1713,Wide-out Workforces Inc.,Software Consultancy and Supply,Professional Services,Philippines
1714,WILKINSON INTERNATIONAL PTE. LTD.,,Information Technology & Services,Singapore
1715,Willow,Architectural Services / Interior Designing,Professional Services,Philippines
1716,Wills International Sales Corporation,General & Wholesale Trading,Industrials & Capital Goods,Philippines
1717,"Wing AI Technologies, Inc.",,Information Technology & Services,Philippines
1718,Wira Arta Telematika,,Information Technology & Services,Indonesia
1719,Wirecard Asia Pacific,Information Technology / IT,Information Technology & Services,Indonesia
1720,"Wireless Link Technologies, Inc.",Information Communication Technology,Information Technology & Services,Philippines
1721,WONDER GROUP,Insurance,"Banking, Finance & Insurance",Philippines
1722,Workforce Singapore,Government,Government,Singapore
1723,WORKFORCE SINGAPORE AGENCY,,Government,Singapore
1724,WORKS APPLICATIONS SINGAPORE PTE. LTD.,,Information Technology & Services,Singapore
1725,WORKS PTE. LTD.,,Information Technology & Services,Singapore
1726,World Class Laminate Inc.,Furniture,Consumer Retail,Philippines
1727,World Resources Institute,Non-Profit,Professional Services,Indonesia
1728,WorldQuant,Finance,"Banking, Finance & Insurance",Singapore
1729,Worldwide Recruitment Solutions,"Oil, Gas, Energy & Utilities",Energy,Singapore
1730,Wsh experts Pte Ltd,,Professional Services,Singapore
1731,W-Tech Solutions Inc,,Information Technology & Services,Philippines
1732,X0PA AI Pte Ltd,,Information Technology & Services,Singapore
1733,X0PA AI PTE. LTD.,,Information Technology & Services,Singapore
